"gene","panel","category","headline","source","agora_id","ensembl_gene_id","total_nominations","initial_nomination","nominating_teams","cohort_studies","input_data","programs","pharos_class","in_geomx","in_control_signature","in_adcaa_signature","in_any_signature","fully_evaluable"
"CELF1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792ce","ENSG00000149187",1,2020,"ASU","ROSMAP","Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CEP170B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79141","ENSG00000099814",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"CERCAM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79368","ENSG00000167123",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"CERS4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79136","ENSG00000090661",1,2023,"Duke","ADNI; AIBL","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CERS6","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793b0","ENSG00000172292",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CETP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7912b","ENSG00000087237",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CFH","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790b9","ENSG00000000971",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CFI","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79455","ENSG00000205403",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CHCHD3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7917e","ENSG00000106554",1,2019,"Chang Lab","MSBB","Genetics; Protein","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CHST1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793c4","ENSG00000175264",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CHST11","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793a4","ENSG00000171310",1,2019,"Chang Lab","ROSMAP","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CHSY3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7943e","ENSG00000198108",1,2023,"Duke","ADNI; AIBL","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CISD1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791fc","ENSG00000122873",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CLEC3B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7933f","ENSG00000163815",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CLTCL1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79104","ENSG00000070371",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CNKSR2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792da","ENSG00000149970",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CNN3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791de","ENSG00000117519",1,2022,"Emory-Sage-SGC","ACT; BLSA; Banner","Protein; RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CNP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793b9","ENSG00000173786",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CNTNAP2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793be","ENSG00000174469",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CNTNAP5","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792fc","ENSG00000155052",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COL18A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793f1","ENSG00000182871",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COL1A2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7934d","ENSG00000164692",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COL4A4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79122","ENSG00000081052",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COL5A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7922c","ENSG00000130635",1,2023,"Emory","syn20933797; syn52525880","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CORO1C","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791a0","ENSG00000110880",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COTL1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7915a","ENSG00000103187",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COX4I1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79230","ENSG00000131143",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COX5B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7925f","ENSG00000135940",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"COX6B1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79213","ENSG00000126267",1,2019,"Chang Lab","Kronos; MSBB","Genetics; Protein; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CR1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7944a","ENSG00000203710",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CRH","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792c4","ENSG00000147571",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CRHR1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791e8","ENSG00000120088",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CSF1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793fe","ENSG00000184371",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CSF3R","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791e6","ENSG00000119535",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CSRP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79315","ENSG00000159176",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CTHRC1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79352","ENSG00000164932",1,2020,"Emory","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CTLA4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7933a","ENSG00000163599",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CTSS","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79332","ENSG00000163131",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CX3CL1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790bd","ENSG00000006210",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CX3CR1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7937b","ENSG00000168329",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CXCL10","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79389","ENSG00000169245",1,2018,"Mayo-UFL-ISB","Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CYBB","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7935f","ENSG00000165168",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CYFIP2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790ed","ENSG00000055163",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"CYP19A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79278","ENSG00000137869",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CYP27A1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7925c","ENSG00000135929",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"CYP3A43","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790d4","ENSG00000021461",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"CYTL1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7939e","ENSG00000170891",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DAAM1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7914e","ENSG00000100592",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DAAM2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792bb","ENSG00000146122",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DAGLA","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7924c","ENSG00000134780",1,2023,"Duke",NA,"Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DAP3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7923c","ENSG00000132676",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DAXX","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79451","ENSG00000204209",1,2018,"Columbia-Rush","ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DBT","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79276","ENSG00000137992",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DCAF12","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79449","ENSG00000198876",1,2019,"Chang Lab","Mayo; ROSMAP","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DCHS2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79430","ENSG00000197410",1,2023,"ASU","VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DCLK1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7923f","ENSG00000133083",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DCLK2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79399","ENSG00000170390",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DCN","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790c7","ENSG00000011465",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DCTN1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79458","ENSG00000204843",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DDB1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79373","ENSG00000167986",1,2023,"Duke",NA,"Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DDO","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7944c","ENSG00000203797",1,2023,"Duke","ADNI; AIBL","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DDR2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79329","ENSG00000162733",1,2023,"Mayo-UFL-ISB","MC-BrAD; Mayo; TAUAPPms","Genetics; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DDX1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7911d","ENSG00000079785",1,2022,"Emory-Sage-SGC",NA,"Pathway Modeling; Risk Scores","TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DENND1B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79459","ENSG00000213047",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DESI1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7914c","ENSG00000100418",1,2018,"Columbia-Rush","ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"DHCR24","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791ca","ENSG00000116133",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DHRS11","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7947e","ENSG00000278535",1,2018,"Columbia-Rush","ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DHTKD1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793e1","ENSG00000181192",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DHX58","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7918e","ENSG00000108771",1,2022,"Emory-Sage-SGC",NA,"Pathway Modeling; Risk Scores","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DIRAS1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793cd","ENSG00000176490",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DLAT","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792de","ENSG00000150768",1,2025,"Emory-Sage-SGC",NA,"Genetics; Protein; RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DLD","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79137","ENSG00000091140",1,2018,"Columbia-Rush","ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DLG2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792dc","ENSG00000150672",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DLG4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79239","ENSG00000132535",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DLGAP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7939c","ENSG00000170579",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DMXL2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79163","ENSG00000104093",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DNAJC6","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791cf","ENSG00000116675",1,2019,"Chang Lab","MSBB; ROSMAP","Genetics; Protein; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DND1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79472","ENSG00000256453",1,2018,"Columbia-Rush","ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DNM1L","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7912c","ENSG00000087470",1,2023,"MSSM - Zhang Lab","MSBB","Protein","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DNM2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7911e","ENSG00000079805",1,2019,"Chang Lab","MSBB","Genetics; Protein","Community","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"DNM3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79439","ENSG00000197959",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DOCK1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792dd","ENSG00000150760",1,2019,"Chang Lab","ROSMAP","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DOCK3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7912e","ENSG00000088538",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DOCK4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79218","ENSG00000128512",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DOCK7","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791d0","ENSG00000116641",1,2023,"Duke","ADNI; AIBL","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DOCK8","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79181","ENSG00000107099",1,2022,"IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DPP10","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793c9","ENSG00000175497",1,2018,"Duke","ADNI","Genetics; Metabolomics","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DPY30","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7932e","ENSG00000162961",1,2018,"Mayo-UFL-ISB","APP Mice","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DPYD","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7941c","ENSG00000188641",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"DPYS","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792c6","ENSG00000147647",1,2023,"MSSM - Roussos Lab","HBI_scRNAseq","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DPYSL3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791b8","ENSG00000113657",1,2018,"Emory","ACT; BLSA; Banner","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DTNA","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7924d","ENSG00000134769",1,2020,"MSSM - Zhang Lab","MSBB","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DTX3L","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79340","ENSG00000163840",1,2018,"MSSM - Zhang Lab","MSBB","Genetics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"DYNC2LI1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79277","ENSG00000138036",1,2019,"Chang Lab","Kronos; Mayo; ROSMAP; Rush","Genetics; RNA","Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
