TargetName,MatrisomeDivision,MatrisomeCategory
ADAMTS1,Matrisome-associated,ECM Regulators
FSTL3,Matrisome-associated,Secreted Factors
BMP1,Matrisome-associated,ECM Regulators
ITIH4,Matrisome-associated,ECM Regulators
INHBE,Matrisome-associated,Secreted Factors
COL11A2,Core matrisome,Collagens
GPC1,Matrisome-associated,ECM-affiliated Proteins
GREM1,Matrisome-associated,ECM-affiliated Proteins
COL9A2,Core matrisome,Collagens
CTSD,Matrisome-associated,ECM Regulators
TIMP2,Matrisome-associated,ECM Regulators
ANXA2,Matrisome-associated,ECM-affiliated Proteins
PLXNA1,Matrisome-associated,ECM-affiliated Proteins
S100A13,Matrisome-associated,Secreted Factors
IFNA13,Matrisome-associated,Secreted Factors
LGI4,Core matrisome,ECM Glycoproteins
LTBP3,Core matrisome,ECM Glycoproteins
SEMA6A,Matrisome-associated,ECM-affiliated Proteins
BMP8B,Matrisome-associated,Secreted Factors
C17orf58,Matrisome-associated,ECM Regulators
C1QL2,Matrisome-associated,ECM-affiliated Proteins
IL34,Matrisome-associated,Secreted Factors
FGF14,Matrisome-associated,Secreted Factors
MUC5AC,Matrisome-associated,ECM-affiliated Proteins
S100A16,Matrisome-associated,Secreted Factors
CXCL14,Matrisome-associated,Secreted Factors
GPC4,Matrisome-associated,ECM-affiliated Proteins
HHIP,Matrisome-associated,Secreted Factors
CTSA,Matrisome-associated,ECM Regulators
CST6,Matrisome-associated,ECM Regulators
SPOCK1,Core matrisome,Proteoglycans
LGI1,Core matrisome,ECM Glycoproteins
BMP7,Matrisome-associated,Secreted Factors
CLEC18A,Matrisome-associated,ECM-affiliated Proteins
EDIL3,Core matrisome,ECM Glycoproteins
C1QL3,Matrisome-associated,ECM-affiliated Proteins
CLEC17A,Matrisome-associated,ECM-affiliated Proteins
PF4,Matrisome-associated,Secreted Factors
NTNG2,Core matrisome,ECM Glycoproteins
TGFB3,Matrisome-associated,Secreted Factors
SLIT1,Core matrisome,ECM Glycoproteins
SERPINI1,Matrisome-associated,ECM Regulators
CSTB,Matrisome-associated,ECM Regulators
SERPINA3,Matrisome-associated,ECM Regulators
MEGF9,Matrisome-associated,Secreted Factors
ADAM11,Matrisome-associated,ECM Regulators
PLXNB1,Matrisome-associated,ECM-affiliated Proteins
IL1F10,Matrisome-associated,Secreted Factors
KNG1,Matrisome-associated,ECM Regulators
GH1,Matrisome-associated,Secreted Factors
S100A10,Matrisome-associated,Secreted Factors
COL6A2,Core matrisome,Collagens
LTA,Matrisome-associated,Secreted Factors
INHA,Matrisome-associated,Secreted Factors
CRIM1,Core matrisome,ECM Glycoproteins
NCAN,Core matrisome,Proteoglycans
LRG1,Core matrisome,ECM Glycoproteins
S100A6,Matrisome-associated,Secreted Factors
IGFBP7,Core matrisome,ECM Glycoproteins
P4HA2,Matrisome-associated,ECM Regulators
IL36RN,Matrisome-associated,Secreted Factors
EMILIN1,Core matrisome,ECM Glycoproteins
FGF11,Matrisome-associated,Secreted Factors
NRG1,Matrisome-associated,Secreted Factors
CCL24,Matrisome-associated,Secreted Factors
IGF1,Matrisome-associated,Secreted Factors
WNT10A,Matrisome-associated,Secreted Factors
ZFP91,Matrisome-associated,Secreted Factors
SPOCK2,Core matrisome,Proteoglycans
PLXDC2,Matrisome-associated,ECM-affiliated Proteins
SEMA6C,Matrisome-associated,ECM-affiliated Proteins
SPOCK3,Core matrisome,Proteoglycans
SRGN,Core matrisome,Proteoglycans
AGT,Matrisome-associated,ECM Regulators
IFNA14,Matrisome-associated,Secreted Factors
CRELD1,Core matrisome,ECM Glycoproteins
ELN,Core matrisome,ECM Glycoproteins
C1QTNF1,Matrisome-associated,ECM-affiliated Proteins
SPARCL1,Core matrisome,ECM Glycoproteins
SEMA4F,Matrisome-associated,ECM-affiliated Proteins
PARM1,Matrisome-associated,ECM-affiliated Proteins
MUC5B,Matrisome-associated,ECM-affiliated Proteins
AMH,Matrisome-associated,Secreted Factors
MFGE8,Core matrisome,ECM Glycoproteins
MUC20,Matrisome-associated,ECM-affiliated Proteins
EGLN1,Matrisome-associated,ECM Regulators
C1QTNF4,Matrisome-associated,ECM-affiliated Proteins
COL6A1,Core matrisome,Collagens
COL5A2,Core matrisome,Collagens
PLXNB2,Matrisome-associated,ECM-affiliated Proteins
GLDN,Core matrisome,ECM Glycoproteins
PLXND1,Matrisome-associated,ECM-affiliated Proteins
THBS3,Core matrisome,ECM Glycoproteins
SERPINE2,Matrisome-associated,ECM Regulators
AEBP1,Core matrisome,ECM Glycoproteins
HCFC2,Matrisome-associated,Secreted Factors
ANXA5,Matrisome-associated,ECM-affiliated Proteins
MEGF10,Matrisome-associated,Secreted Factors
COL5A3,Core matrisome,Collagens
ISM1,Matrisome-associated,Secreted Factors
A2M,Matrisome-associated,ECM Regulators
HHIP,Matrisome-associated,Secreted Factors
CCL2,Matrisome-associated,Secreted Factors
PLXNB1,Matrisome-associated,ECM-affiliated Proteins
SFRP2,Matrisome-associated,Secreted Factors
SLIT1,Core matrisome,ECM Glycoproteins
SEMA3E,Matrisome-associated,ECM-affiliated Proteins
PRELP,Core matrisome,Proteoglycans
COL9A2,Core matrisome,Collagens
SEMA6B,Matrisome-associated,ECM-affiliated Proteins
CSTB,Matrisome-associated,ECM Regulators
CBLN2,Matrisome-associated,Secreted Factors
COL6A1,Core matrisome,Collagens
TNFSF12,Matrisome-associated,Secreted Factors
FBN3,Core matrisome,ECM Glycoproteins
CRELD1,Core matrisome,ECM Glycoproteins
ADAM9,Matrisome-associated,ECM Regulators
F7,Matrisome-associated,ECM Regulators
CTSZ,Matrisome-associated,ECM Regulators
PARM1,Matrisome-associated,ECM-affiliated Proteins
SEMA4A,Matrisome-associated,ECM-affiliated Proteins
SNED1,Core matrisome,ECM Glycoproteins
GAS6,Core matrisome,ECM Glycoproteins
POMZP3,Core matrisome,ECM Glycoproteins
ADAM22,Matrisome-associated,ECM Regulators
ELFN2,Matrisome-associated,ECM-affiliated Proteins
FGF3,Matrisome-associated,Secreted Factors
HSPG2,Core matrisome,Proteoglycans
ADAMTS4,Matrisome-associated,ECM Regulators
ANXA11,Matrisome-associated,ECM-affiliated Proteins
MFAP1,Core matrisome,ECM Glycoproteins
CCL3,Matrisome-associated,Secreted Factors
VWA5B2,Core matrisome,ECM Glycoproteins
LGI4,Core matrisome,ECM Glycoproteins
SERPINE2,Matrisome-associated,ECM Regulators
EDIL3,Core matrisome,ECM Glycoproteins
IGFBP4,Core matrisome,ECM Glycoproteins
MEGF10,Matrisome-associated,Secreted Factors
MDK,Matrisome-associated,Secreted Factors
CSF1,Matrisome-associated,Secreted Factors
PLXNB2,Matrisome-associated,ECM-affiliated Proteins
IGFBP5,Core matrisome,ECM Glycoproteins
C1QB,Matrisome-associated,ECM-affiliated Proteins
LGALS1,Matrisome-associated,ECM-affiliated Proteins
PLXNB3,Matrisome-associated,ECM-affiliated Proteins
COL4A1,Core matrisome,Collagens
TGFB2,Matrisome-associated,Secreted Factors
TNFSF13,Matrisome-associated,Secreted Factors
P4HTM,Matrisome-associated,ECM Regulators
CTSE,Matrisome-associated,ECM Regulators
NTNG2,Core matrisome,ECM Glycoproteins
SPP1,Core matrisome,ECM Glycoproteins
SEMA3A,Matrisome-associated,ECM-affiliated Proteins
ANXA7,Matrisome-associated,ECM-affiliated Proteins
BMP3,Matrisome-associated,Secreted Factors
BMP7,Matrisome-associated,Secreted Factors
HYAL2,Matrisome-associated,ECM Regulators
PLOD1,Matrisome-associated,ECM Regulators
LAMB2,Core matrisome,ECM Glycoproteins
COL1A2,Core matrisome,Collagens
CLEC10A,Matrisome-associated,ECM-affiliated Proteins
FCN1,Matrisome-associated,ECM-affiliated Proteins
SDC3,Matrisome-associated,ECM-affiliated Proteins
SPOCK2,Core matrisome,Proteoglycans
MMP28,Matrisome-associated,ECM Regulators
MEGF11,Matrisome-associated,Secreted Factors
S100A7,Matrisome-associated,Secreted Factors
MASP2,Matrisome-associated,ECM Regulators
ADAMTS10,Matrisome-associated,ECM Regulators
PGF,Matrisome-associated,Secreted Factors
FGF13,Matrisome-associated,Secreted Factors
IL25,Matrisome-associated,Secreted Factors
PLXNA2,Matrisome-associated,ECM-affiliated Proteins
ADAMTSL5,Matrisome-associated,ECM Regulators
GDF5,Matrisome-associated,Secreted Factors
SEMA4B,Matrisome-associated,ECM-affiliated Proteins
VEGFD,Matrisome-associated,Secreted Factors
COL5A3,Core matrisome,Collagens
SERPINI1,Matrisome-associated,ECM Regulators
LTBP1,Core matrisome,ECM Glycoproteins
LAMA5,Core matrisome,ECM Glycoproteins
WIF1,Matrisome-associated,Secreted Factors
ANXA1,Matrisome-associated,ECM-affiliated Proteins
CRLF1,Matrisome-associated,Secreted Factors
IL1F10,Matrisome-associated,Secreted Factors
C1QL2,Matrisome-associated,ECM-affiliated Proteins
MUC3A,Matrisome-associated,ECM-affiliated Proteins
TIMP2,Matrisome-associated,ECM Regulators
C1QTNF4,Matrisome-associated,ECM-affiliated Proteins
TGFB3,Matrisome-associated,Secreted Factors
SEMA6C,Matrisome-associated,ECM-affiliated Proteins
HAPLN2,Core matrisome,Proteoglycans
TNR,Core matrisome,ECM Glycoproteins
NGLY1,Matrisome-associated,ECM Regulators
BRINP2,Matrisome-associated,Secreted Factors
P4HA1,Matrisome-associated,ECM Regulators
IFNA13,Matrisome-associated,Secreted Factors
CELA2A,Matrisome-associated,ECM Regulators
WNT10A,Matrisome-associated,Secreted Factors
SPOCK3,Core matrisome,Proteoglycans
IL6,Matrisome-associated,Secreted Factors
CTSD,Matrisome-associated,ECM Regulators
CX3CL1,Matrisome-associated,Secreted Factors
COL11A2,Core matrisome,Collagens
GLDN,Core matrisome,ECM Glycoproteins
SPOCK1,Core matrisome,Proteoglycans
EFEMP1,Core matrisome,ECM Glycoproteins
FGF21,Matrisome-associated,Secreted Factors
SEMA4C,Matrisome-associated,ECM-affiliated Proteins
SEMA6A,Matrisome-associated,ECM-affiliated Proteins
COL4A2,Core matrisome,Collagens
GH1,Matrisome-associated,Secreted Factors
ASTL,Matrisome-associated,ECM Regulators
MUC12,Matrisome-associated,ECM-affiliated Proteins
NTNG1,Core matrisome,ECM Glycoproteins
CST6,Matrisome-associated,ECM Regulators
CLEC18A,Matrisome-associated,ECM-affiliated Proteins
FGF17,Matrisome-associated,Secreted Factors
SERPINH1,Matrisome-associated,ECM Regulators
IGF2,Matrisome-associated,Secreted Factors
SEMA4D,Matrisome-associated,ECM-affiliated Proteins
MEGF9,Matrisome-associated,Secreted Factors
SPARC,Core matrisome,ECM Glycoproteins
IL17F,Matrisome-associated,Secreted Factors
WNT3,Matrisome-associated,Secreted Factors
ADAMTS6,Matrisome-associated,ECM Regulators
ADAMTS1,Matrisome-associated,ECM Regulators
IGF1,Matrisome-associated,Secreted Factors
CRIM1,Core matrisome,ECM Glycoproteins
EMID1,Core matrisome,ECM Glycoproteins
CCL8,Matrisome-associated,Secreted Factors
SERPINB7,Matrisome-associated,ECM Regulators
LOXL4,Matrisome-associated,ECM Regulators
PLOD3,Matrisome-associated,ECM Regulators
PDGFB,Matrisome-associated,Secreted Factors
GDF6,Matrisome-associated,Secreted Factors
C1QL3,Matrisome-associated,ECM-affiliated Proteins
HAPLN4,Core matrisome,Proteoglycans
SEMA3B,Matrisome-associated,ECM-affiliated Proteins
CLEC3B,Matrisome-associated,ECM-affiliated Proteins
INTS6L,Core matrisome,ECM Glycoproteins
COL27A1,Core matrisome,Collagens
BCAN,Core matrisome,Proteoglycans
CST3,Matrisome-associated,ECM Regulators
LIF,Matrisome-associated,Secreted Factors
CCL24,Matrisome-associated,Secreted Factors
TIMP3,Matrisome-associated,ECM Regulators
LGI1,Core matrisome,ECM Glycoproteins
IFNA16,Matrisome-associated,Secreted Factors
EMILIN1,Core matrisome,ECM Glycoproteins
LMAN1,Matrisome-associated,ECM-affiliated Proteins
WNT8A,Matrisome-associated,Secreted Factors
GDF2,Matrisome-associated,Secreted Factors
FGF18,Matrisome-associated,Secreted Factors
FGF2,Matrisome-associated,Secreted Factors
MUCL1,Matrisome-associated,ECM-affiliated Proteins
SERPINF1,Matrisome-associated,ECM Regulators
IL36RN,Matrisome-associated,Secreted Factors
CLEC12B,Matrisome-associated,ECM-affiliated Proteins
KNG1,Matrisome-associated,ECM Regulators
NODAL,Matrisome-associated,Secreted Factors
CSH2,Matrisome-associated,Secreted Factors
COL18A1,Core matrisome,Collagens
ANXA9,Matrisome-associated,ECM-affiliated Proteins
AEBP1,Core matrisome,ECM Glycoproteins
FGF8,Matrisome-associated,Secreted Factors
SERPINA1,Matrisome-associated,ECM Regulators
INHBE,Matrisome-associated,Secreted Factors
RELN,Core matrisome,ECM Glycoproteins
CCN2,Core matrisome,ECM Glycoproteins
IL18,Matrisome-associated,Secreted Factors
S100A10,Matrisome-associated,Secreted Factors
TIMP1,Matrisome-associated,ECM Regulators
SERPINB6,Matrisome-associated,ECM Regulators
WNT10B,Matrisome-associated,Secreted Factors
NCAN,Core matrisome,Proteoglycans
C17orf58,Matrisome-associated,ECM Regulators
PLXDC2,Matrisome-associated,ECM-affiliated Proteins
ITIH4,Matrisome-associated,ECM Regulators
SBSPON,Core matrisome,ECM Glycoproteins
BMP1,Matrisome-associated,ECM Regulators
REG3A,Matrisome-associated,ECM-affiliated Proteins
IFNA5,Matrisome-associated,Secreted Factors
EBI3,Matrisome-associated,Secreted Factors
PRSS3,Matrisome-associated,ECM Regulators
IFNA14,Matrisome-associated,Secreted Factors
FGF4,Matrisome-associated,Secreted Factors
MUC5AC,Matrisome-associated,ECM-affiliated Proteins
WNT11,Matrisome-associated,Secreted Factors
S100A6,Matrisome-associated,Secreted Factors
AGRN,Core matrisome,ECM Glycoproteins
VEGFB,Matrisome-associated,Secreted Factors
S100A1,Matrisome-associated,Secreted Factors
CTSF,Matrisome-associated,ECM Regulators
BMP8B,Matrisome-associated,Secreted Factors
S100B,Matrisome-associated,Secreted Factors
ELN,Core matrisome,ECM Glycoproteins
CLEC6A,Matrisome-associated,ECM-affiliated Proteins
CLEC14A,Matrisome-associated,ECM-affiliated Proteins
SPARCL1,Core matrisome,ECM Glycoproteins
MUC5B,Matrisome-associated,ECM-affiliated Proteins
WNT5B,Matrisome-associated,Secreted Factors
VEGFC,Matrisome-associated,Secreted Factors
LGI3,Core matrisome,ECM Glycoproteins
IL24,Matrisome-associated,Secreted Factors
C1QTNF7,Matrisome-associated,ECM-affiliated Proteins
MFAP3,Core matrisome,ECM Glycoproteins
ZFP91,Matrisome-associated,Secreted Factors
CSPG4,Matrisome-associated,ECM-affiliated Proteins
SLIT2,Core matrisome,ECM Glycoproteins
TNFSF14,Matrisome-associated,Secreted Factors
OVGP1,Matrisome-associated,ECM-affiliated Proteins
ANXA8,Matrisome-associated,ECM-affiliated Proteins
IL7,Matrisome-associated,Secreted Factors
SERPIND1,Matrisome-associated,ECM Regulators
CST9L,Matrisome-associated,ECM Regulators
MST1,Matrisome-associated,Secreted Factors
S100Z,Matrisome-associated,Secreted Factors
VWDE,Core matrisome,ECM Glycoproteins
OGFOD2,Matrisome-associated,ECM Regulators
HTRA1,Matrisome-associated,ECM Regulators
CXCL3,Matrisome-associated,Secreted Factors
COL16A1,Core matrisome,Collagens
CCN1,Core matrisome,ECM Glycoproteins
F12,Matrisome-associated,ECM Regulators
PLAT,Matrisome-associated,ECM Regulators
LAMA1,Core matrisome,ECM Glycoproteins
LTBP3,Core matrisome,ECM Glycoproteins
CLEC4E,Matrisome-associated,ECM-affiliated Proteins
C1QTNF6,Matrisome-associated,ECM-affiliated Proteins
FGF6,Matrisome-associated,Secreted Factors
SRGN,Core matrisome,Proteoglycans
PLXNA1,Matrisome-associated,ECM-affiliated Proteins
VWF,Core matrisome,ECM Glycoproteins
FGF11,Matrisome-associated,Secreted Factors
PCSK6,Matrisome-associated,ECM Regulators
CCL19,Matrisome-associated,Secreted Factors
AMH,Matrisome-associated,Secreted Factors
FAM20C,Matrisome-associated,ECM Regulators
MUC20,Matrisome-associated,ECM-affiliated Proteins
MATN4,Core matrisome,ECM Glycoproteins
LOXL2,Matrisome-associated,ECM Regulators
CHADL,Core matrisome,Proteoglycans
S100A4,Matrisome-associated,Secreted Factors
AGT,Matrisome-associated,ECM Regulators
ADAM12,Matrisome-associated,ECM Regulators
ANXA6,Matrisome-associated,ECM-affiliated Proteins
DCN,Core matrisome,Proteoglycans
FREM1,Matrisome-associated,ECM-affiliated Proteins
ADAMTS13,Matrisome-associated,ECM Regulators
SERPINB1,Matrisome-associated,ECM Regulators
FGF12,Matrisome-associated,Secreted Factors
IGFBP2,Core matrisome,ECM Glycoproteins
ADAM15,Matrisome-associated,ECM Regulators
KITLG,Matrisome-associated,Secreted Factors
IL34,Matrisome-associated,Secreted Factors
SPON2,Core matrisome,ECM Glycoproteins
TNXB,Core matrisome,ECM Glycoproteins
HCFC2,Matrisome-associated,Secreted Factors
WNT9B,Matrisome-associated,Secreted Factors
CSHL1,Matrisome-associated,Secreted Factors
COL11A1,Core matrisome,Collagens
SDC4,Matrisome-associated,ECM-affiliated Proteins
ADAM23,Matrisome-associated,ECM Regulators
EGLN3,Matrisome-associated,ECM Regulators
SEMA4F,Matrisome-associated,ECM-affiliated Proteins
FN1,Core matrisome,ECM Glycoproteins
TNF,Matrisome-associated,Secreted Factors
MFGE8,Core matrisome,ECM Glycoproteins
S100A11,Matrisome-associated,Secreted Factors
C1QC,Matrisome-associated,ECM-affiliated Proteins
MUC21,Matrisome-associated,ECM-affiliated Proteins
DHH,Matrisome-associated,Secreted Factors
DPT,Core matrisome,ECM Glycoproteins
PPBP,Matrisome-associated,Secreted Factors
CST8,Matrisome-associated,ECM Regulators
IGFBP7,Core matrisome,ECM Glycoproteins
S100A13,Matrisome-associated,Secreted Factors
ELSPBP1,Core matrisome,ECM Glycoproteins
ADAM32,Matrisome-associated,ECM Regulators
CRLF3,Matrisome-associated,Secreted Factors
C1QTNF1,Matrisome-associated,ECM-affiliated Proteins
CELA3A,Matrisome-associated,ECM Regulators
PTN,Matrisome-associated,Secreted Factors
ITIH5,Matrisome-associated,ECM Regulators
ADAM11,Matrisome-associated,ECM Regulators
EGLN2,Matrisome-associated,ECM Regulators
IFNA4,Matrisome-associated,Secreted Factors
CLEC17A,Matrisome-associated,ECM-affiliated Proteins
COL6A2,Core matrisome,Collagens
LRG1,Core matrisome,ECM Glycoproteins
PCOLCE,Core matrisome,ECM Glycoproteins
TIMP4,Matrisome-associated,ECM Regulators
CXCL14,Matrisome-associated,Secreted Factors
LTA,Matrisome-associated,Secreted Factors
ADAMTS3,Matrisome-associated,ECM Regulators
FLT3LG,Matrisome-associated,Secreted Factors
PLXND1,Matrisome-associated,ECM-affiliated Proteins
NELL2,Core matrisome,ECM Glycoproteins
EGLN1,Matrisome-associated,ECM Regulators
SMOC2,Core matrisome,ECM Glycoproteins
P4HA2,Matrisome-associated,ECM Regulators
IL13,Matrisome-associated,Secreted Factors
GREM1,Matrisome-associated,ECM-affiliated Proteins
CST4,Matrisome-associated,ECM Regulators
THBS3,Core matrisome,ECM Glycoproteins
CTSA,Matrisome-associated,ECM Regulators
S100A16,Matrisome-associated,Secreted Factors
ANXA5,Matrisome-associated,ECM-affiliated Proteins
EMCN,Matrisome-associated,ECM-affiliated Proteins
GDF1,Matrisome-associated,Secreted Factors
MEGF8,Matrisome-associated,Secreted Factors
LTBP4,Core matrisome,ECM Glycoproteins
INHA,Matrisome-associated,Secreted Factors
FSTL3,Matrisome-associated,Secreted Factors
PF4,Matrisome-associated,Secreted Factors
GPC1,Matrisome-associated,ECM-affiliated Proteins
CCL3L3,Matrisome-associated,Secreted Factors
SERPING1,Matrisome-associated,ECM Regulators
CCL26,Matrisome-associated,Secreted Factors
VWA5A,Core matrisome,ECM Glycoproteins
SERPINA3,Matrisome-associated,ECM Regulators
SFTPC,Matrisome-associated,ECM-affiliated Proteins
WNT2,Matrisome-associated,Secreted Factors
ANXA2,Matrisome-associated,ECM-affiliated Proteins
COL5A2,Core matrisome,Collagens
FBLN5,Core matrisome,ECM Glycoproteins
CCL18,Matrisome-associated,Secreted Factors
ADAMTS8,Matrisome-associated,ECM Regulators
NPNT,Core matrisome,ECM Glycoproteins
BGN,Core matrisome,Proteoglycans
CXCL13,Matrisome-associated,Secreted Factors
CTSB,Matrisome-associated,ECM Regulators
NRG1,Matrisome-associated,Secreted Factors
ISM1,Matrisome-associated,Secreted Factors
GPC4,Matrisome-associated,ECM-affiliated Proteins
FGF1,Matrisome-associated,Secreted Factors
EGFL7,Matrisome-associated,Secreted Factors
FGF14,Matrisome-associated,Secreted Factors
GDF11,Matrisome-associated,Secreted Factors
